event_date,event_timestamp,user_id,session_id,event_name,page_location,device_category,geo_country,traffic_source,traffic_medium,traffic_campaign,engagement_time_msec,value
2024-12-16,1734390000000,U044,sess_u044_1,page_view,https://autotech.com/,desktop,BR,google,cpc,campaign_dealer_2024,11500,
2024-12-16,1734390011000,U044,sess_u044_1,view_item,https://autotech.com/pricing,desktop,BR,google,cpc,campaign_dealer_2024,7200,
2024-12-16,1734390018000,U044,sess_u044_1,form_start,https://autotech.com/demo,desktop,BR,google,cpc,campaign_dealer_2024,0,
2024-12-16,1734390024000,U044,sess_u044_1,form_submit,https://autotech.com/demo,desktop,BR,google,cpc,campaign_dealer_2024,0,
2024-12-16,1734390030000,U044,sess_u044_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,cpc,campaign_dealer_2024,0,1
2024-12-16,1734390036000,U044,sess_u044_1,demo_requested,https://autotech.com/demo-booked,desktop,BR,google,cpc,campaign_dealer_2024,0,1
2024-12-17,1734476400000,U045,sess_u045_1,page_view,https://autotech.com/,mobile,BR,google,organic,,6500,
2024-12-17,1734476406000,U045,sess_u045_1,form_start,https://autotech.com/demo,mobile,BR,google,organic,,0,
2024-12-17,1734476410000,U045,sess_u045_1,form_submit,https://autotech.com/demo,mobile,BR,google,organic,,0,
2024-12-17,1734476414000,U045,sess_u045_1,lead_generated,https://autotech.com/thank-you,mobile,BR,google,organic,,0,1
2024-12-18,1734562800000,U046,sess_u046_1,page_view,https://autotech.com/,desktop,BR,linkedin,cpc,outbound_enterprise,13200,
2024-12-18,1734562813000,U046,sess_u046_1,view_item,https://autotech.com/solutions/fleet,desktop,BR,linkedin,cpc,outbound_enterprise,8400,
2024-12-18,1734562822000,U046,sess_u046_1,form_start,https://autotech.com/demo,desktop,BR,linkedin,cpc,outbound_enterprise,0,
2024-12-18,1734562828000,U046,sess_u046_1,form_submit,https://autotech.com/demo,desktop,BR,linkedin,cpc,outbound_enterprise,0,
2024-12-18,1734562834000,U046,sess_u046_1,lead_generated,https://autotech.com/thank-you,desktop,BR,linkedin,cpc,outbound_enterprise,0,1
2024-12-18,1734562840000,U046,sess_u046_1,demo_requested,https://autotech.com/demo-booked,desktop,BR,linkedin,cpc,outbound_enterprise,0,1
2024-12-19,1734649200000,U047,sess_u047_1,page_view,https://autotech.com/,desktop,BR,google,organic,,7800,
2024-12-19,1734649207000,U047,sess_u047_1,form_start,https://autotech.com/contact,desktop,BR,google,organic,,0,
2024-12-19,1734649211000,U047,sess_u047_1,form_submit,https://autotech.com/contact,desktop,BR,google,organic,,0,
2024-12-19,1734649215000,U047,sess_u047_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,organic,,0,1
2024-12-20,1734735600000,U048,sess_u048_1,page_view,https://autotech.com/,desktop,BR,google,cpc,campaign_fleet_q4,13800,
2024-12-20,1734735613000,U048,sess_u048_1,view_item,https://autotech.com/customers,desktop,BR,google,cpc,campaign_fleet_q4,9000,
2024-12-20,1734735622000,U048,sess_u048_1,form_start,https://autotech.com/demo,desktop,BR,google,cpc,campaign_fleet_q4,0,
2024-12-20,1734735628000,U048,sess_u048_1,form_submit,https://autotech.com/demo,desktop,BR,google,cpc,campaign_fleet_q4,0,
2024-12-20,1734735634000,U048,sess_u048_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,cpc,campaign_fleet_q4,0,1
2024-12-20,1734735640000,U048,sess_u048_1,demo_requested,https://autotech.com/demo-booked,desktop,BR,google,cpc,campaign_fleet_q4,0,1
2024-12-21,1734822000000,U049,sess_u049_1,page_view,https://autotech.com/,desktop,BR,google,organic,,10800,
2024-12-21,1734822010000,U049,sess_u049_1,view_item,https://autotech.com/solutions/dealership,desktop,BR,google,organic,,6900,
2024-12-21,1734822016000,U049,sess_u049_1,form_start,https://autotech.com/demo,desktop,BR,google,organic,,0,
2024-12-21,1734822022000,U049,sess_u049_1,form_submit,https://autotech.com/demo,desktop,BR,google,organic,,0,
2024-12-21,1734822027000,U049,sess_u049_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,organic,,0,1
2024-12-21,1734822033000,U049,sess_u049_1,demo_requested,https://autotech.com/demo-booked,desktop,BR,google,organic,,0,1
2024-12-22,1734908400000,U050,sess_u050_1,page_view,https://autotech.com/,mobile,BR,partner,referral,,7200,
2024-12-22,1734908407000,U050,sess_u050_1,form_start,https://autotech.com/contact,mobile,BR,partner,referral,,0,
2024-12-22,1734908411000,U050,sess_u050_1,form_submit,https://autotech.com/contact,mobile,BR,partner,referral,,0,
2024-12-22,1734908415000,U050,sess_u050_1,lead_generated,https://autotech.com/thank-you,mobile,BR,partner,referral,,0,1
2024-12-23,1734994800000,U051,sess_u051_1,page_view,https://autotech.com/,desktop,BR,google,organic,,9900,
2024-12-23,1734994809000,U051,sess_u051_1,view_item,https://autotech.com/solutions/fleet,desktop,BR,google,organic,,6300,
2024-12-23,1734994815000,U051,sess_u051_1,form_start,https://autotech.com/demo,desktop,BR,google,organic,,0,
2024-12-23,1734994821000,U051,sess_u051_1,form_submit,https://autotech.com/demo,desktop,BR,google,organic,,0,
2024-12-23,1734994826000,U051,sess_u051_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,organic,,0,1
2024-12-23,1734994832000,U051,sess_u051_1,demo_requested,https://autotech.com/demo-booked,desktop,BR,google,organic,,0,1
2024-12-26,1735254000000,U052,sess_u052_1,page_view,https://autotech.com/,desktop,BR,google,cpc,campaign_dealer_2024,8700,
2024-12-26,1735254008000,U052,sess_u052_1,form_start,https://autotech.com/demo,desktop,BR,google,cpc,campaign_dealer_2024,0,
2024-12-26,1735254012000,U052,sess_u052_1,form_submit,https://autotech.com/demo,desktop,BR,google,cpc,campaign_dealer_2024,0,
2024-12-26,1735254016000,U052,sess_u052_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,cpc,campaign_dealer_2024,0,1
2024-12-27,1735340400000,U053,sess_u053_1,page_view,https://autotech.com/,mobile,BR,google,organic,,9100,
2024-12-27,1735340409000,U053,sess_u053_1,view_item,https://autotech.com/solutions/insurance,mobile,BR,google,organic,,5800,
2024-12-27,1735340415000,U053,sess_u053_1,form_start,https://autotech.com/demo,mobile,BR,google,organic,,0,
2024-12-27,1735340421000,U053,sess_u053_1,form_submit,https://autotech.com/demo,mobile,BR,google,organic,,0,
2024-12-27,1735340426000,U053,sess_u053_1,lead_generated,https://autotech.com/thank-you,mobile,BR,google,organic,,0,1
2024-12-27,1735340432000,U053,sess_u053_1,demo_requested,https://autotech.com/demo-booked,mobile,BR,google,organic,,0,1
2024-12-28,1735426800000,U054,sess_u054_1,page_view,https://autotech.com/,desktop,BR,(direct),none,,7500,
2024-12-28,1735426807000,U054,sess_u054_1,form_start,https://autotech.com/demo,desktop,BR,(direct),none,,0,
2024-12-28,1735426811000,U054,sess_u054_1,form_submit,https://autotech.com/demo,desktop,BR,(direct),none,,0,
2024-12-28,1735426815000,U054,sess_u054_1,lead_generated,https://autotech.com/thank-you,desktop,BR,(direct),none,,0,1
2024-12-29,1735513200000,U055,sess_u055_1,page_view,https://autotech.com/,desktop,BR,google,cpc,campaign_fleet_q4,12600,
2024-12-29,1735513212000,U055,sess_u055_1,view_item,https://autotech.com/solutions/fleet,desktop,BR,google,cpc,campaign_fleet_q4,8000,
2024-12-29,1735513220000,U055,sess_u055_1,form_start,https://autotech.com/demo,desktop,BR,google,cpc,campaign_fleet_q4,0,
2024-12-29,1735513226000,U055,sess_u055_1,form_submit,https://autotech.com/demo,desktop,BR,google,cpc,campaign_fleet_q4,0,
2024-12-29,1735513232000,U055,sess_u055_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,cpc,campaign_fleet_q4,0,1
2024-12-29,1735513238000,U055,sess_u055_1,demo_requested,https://autotech.com/demo-booked,desktop,BR,google,cpc,campaign_fleet_q4,0,1
2024-12-30,1735599600000,U056,sess_u056_1,page_view,https://autotech.com/,desktop,BR,linkedin,cpc,outbound_enterprise,10200,
2024-12-30,1735599610000,U056,sess_u056_1,form_start,https://autotech.com/demo,desktop,BR,linkedin,cpc,outbound_enterprise,0,
2024-12-30,1735599615000,U056,sess_u056_1,form_submit,https://autotech.com/demo,desktop,BR,linkedin,cpc,outbound_enterprise,0,
2024-12-30,1735599620000,U056,sess_u056_1,lead_generated,https://autotech.com/thank-you,desktop,BR,linkedin,cpc,outbound_enterprise,0,1
2024-12-30,1735599625000,U056,sess_u056_1,demo_requested,https://autotech.com/demo-booked,desktop,BR,linkedin,cpc,outbound_enterprise,0,1
2025-01-02,1735762800000,U057,sess_u057_1,page_view,https://autotech.com/,desktop,BR,linkedin,referral,,12800,
2025-01-02,1735762812000,U057,sess_u057_1,view_item,https://autotech.com/solutions/insurance,desktop,BR,linkedin,referral,,8200,
2025-01-02,1735762820000,U057,sess_u057_1,form_start,https://autotech.com/demo,desktop,BR,linkedin,referral,,0,
2025-01-02,1735762826000,U057,sess_u057_1,form_submit,https://autotech.com/demo,desktop,BR,linkedin,referral,,0,
2025-01-02,1735762832000,U057,sess_u057_1,lead_generated,https://autotech.com/thank-you,desktop,BR,linkedin,referral,,0,1
2025-01-02,1735762838000,U057,sess_u057_1,demo_requested,https://autotech.com/demo-booked,desktop,BR,linkedin,referral,,0,1
2025-01-03,1735849200000,U058,sess_u058_1,page_view,https://autotech.com/,desktop,BR,google,organic,,11200,
2025-01-03,1735849211000,U058,sess_u058_1,view_item,https://autotech.com/pricing,desktop,BR,google,organic,,7000,
2025-01-03,1735849218000,U058,sess_u058_1,form_start,https://autotech.com/demo,desktop,BR,google,organic,,0,
2025-01-03,1735849224000,U058,sess_u058_1,form_submit,https://autotech.com/demo,desktop,BR,google,organic,,0,
2025-01-03,1735849230000,U058,sess_u058_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,organic,,0,1
2025-01-03,1735849236000,U058,sess_u058_1,demo_requested,https://autotech.com/demo-booked,desktop,BR,google,organic,,0,1
2025-01-04,1735935600000,U059,sess_u059_1,page_view,https://autotech.com/,mobile,BR,google,cpc,campaign_dealer_2024,6100,
2025-01-04,1735935606000,U059,sess_u059_1,form_start,https://autotech.com/contact,mobile,BR,google,cpc,campaign_dealer_2024,0,
2025-01-04,1735935610000,U059,sess_u059_1,form_submit,https://autotech.com/contact,mobile,BR,google,cpc,campaign_dealer_2024,0,
2025-01-04,1735935614000,U059,sess_u059_1,lead_generated,https://autotech.com/thank-you,mobile,BR,google,cpc,campaign_dealer_2024,0,1
2025-01-04,1735942800000,U060,sess_u060_1,page_view,https://autotech.com/,desktop,BR,linkedin,referral,,14400,
2025-01-04,1735942814000,U060,sess_u060_1,view_item,https://autotech.com/solutions/insurance,desktop,BR,linkedin,referral,,9200,
2025-01-04,1735942823000,U060,sess_u060_1,form_start,https://autotech.com/demo,desktop,BR,linkedin,referral,,0,
2025-01-04,1735942829000,U060,sess_u060_1,form_submit,https://autotech.com/demo,desktop,BR,linkedin,referral,,0,
2025-01-04,1735942835000,U060,sess_u060_1,lead_generated,https://autotech.com/thank-you,desktop,BR,linkedin,referral,,0,1
2025-01-04,1735942841000,U060,sess_u060_1,demo_requested,https://autotech.com/demo-booked,desktop,BR,linkedin,referral,,0,1
